SKU,Product,Original Price,Discounted Price
BARRY SX,"Bariera acces auto 3,6 - 6 metri Proteco BARRY 220V, uz intensiv, stanga",4799.99,4550.0
BARRYDX,"Bariera acces auto 3,6 - 6 metri Proteco BARRY 220V, uz intensiv, dreapta",4799.99,4550.0
GKLTX60EL0R907,"Bariera acces auto trafic intens, cu brat 6 metri, iluminata, Comunello LIMIT 600 24V GKLTX60EL0R907",4899.99,4699.0
UsaMahon,Usa de garaj sectionala MAHON 2500x2200,4939.99,4939.99
UsaWenge,Usa de garaj sectionala Wenge 2500 X 2200,4939.99,4939.99
UsaNUC,Usa de garaj sectionala NUC (Stejar Inchis) 2500X2200,4939.99,4939.99
ITC437-PW6M-IZ-GN,"Camera ANPR, 4MP, IR 30 metri, zoom motorizat 10-50mm, Deep learning, Dahua ITC437-PW6M-IZ-GN",4999.99,4900.0
KA5100.0011,"Kit accesorii feronerie, pentru poarta culisanta telescopica, 2X5.5 metri, 400kg per semifoaie",5429.99,5219.0
SUPRA_MB_MAX,Bariera acces 6 metri trafic intens LIFE SUPRA MB MAX SUPRA_MB_MAX,5999.99,5299.0
VZ-195-2,Automatizare usa glisanta de sticla 2x1150 185KG,5999.99,5040.0
SUPRA SU424+LIGHT -5m,"Bariera pentru acces auto, lungime 5 metri, cu tub luminos, Life Supra SU424+LIGHT -5m",5999.99,5554.5
GKLT080EL0R907A,"Bariera pentru trafic auto cu brat de 8 metri Comunello Limit 800, 24V, uz intensiv, kit complet, brat 8m iluminat GKLT080EL0R907A",6799.99,6660.0
iDS-2CD7A26G0-P-IZHS(2.8-12)(C),"Camera IP ANPR, 2MP, zoom motorizat 2.8 - 12 mm, IR 50m, EIS, PoE, MicroSD, Hikvision iDS-2CD7A26G0-P-IZHS(2.8-12)(C)",Disponibil.comanda,6700.0
iDS-2CD7A26G0-P-IZHS(8-32)(C),"Camera IP ANPR, 2MP, zoom motorizat 8 - 32 mm, IR 100m, EIS, PoE, MicroSD, DarkFighter Hikvision iDS-2CD7A26G0-P-IZHS(8-32)(C)",Disponibil.comanda,6700.0
SEKA P-IE-R,Terminal iesire cu cartele SEKA P-IE-R,8314.99,7716.45
KA5102.002,"Kit accesorii feronerie pentru poarta culisanta telescopica 3X2 metri, 200kg/semifoaie, Deschidere 6m, FAC KA5102.002",8999.99,8180.0
QK-CT115500,"Bolard retractabil pentru limitarea accesului auto Quiko QK-CT115500, diametru de 115mm, inaltime de 500mm, IP67",Disponibil.comanda,10600.0
QK-CT193700L,"Bolard retractabil pentru limitarea accesului auto Quiko QK-CT193700L, diametru 193mm, inaltime 700mm, 230V, IP67",Disponibil.comanda,14660.0
MIX10COMUNELLO,Pachet 10 automatizari Comunello MIX 10,18637.99,16935.99
MIX10COMUNELLO,Pachet 10 automatizari Comunello MIX 10,18637.99,16935.99
Park Software,Server cu software de gestionare Parking Management,20000.00,18900.0
TM-CASH-MANUAL,"Statie de plata parcare manuala, cu operator, software inclus, sistem de eliberare tichete cu buton",24999.00,23749.0
TM-OUT-WR,Terminal de iesire sistem de parcare cu plata - validare tichet,24999.99,24500.0
TM-IN-WR,Terminal de intrare sistem de parcare cu plata - eliberare de tichet,24999.99,23900.0
TM-CASH-WR,Terminal de plata automat - plata cu monede / bacnote sau card TM-CASH-WR,99999.99,95500.0
CTSPARK4,"Sistem de parcare cu plata, complet, 2 bariere, 2 camere, terminal de plata, software de gestiune",107100.00,107100.0
STIKER,Stiker Supraveghere video,4.99,3.15
STIKER,Stiker Supraveghere video,4.99,3.15
STIKER,Stiker Supraveghere video,4.99,3.15
10XDCF,"Set 10 mufe alimentare, Mama cu surub, MUFA DCF",8.99,7.99
10XDCF,"Set 10 mufe alimentare, Mama cu surub, MUFA DCF",8.99,7.99
10xBNC,Pachet 10 x Mufa camera BNC Tata F Mama,9.99,9.99
10xBNC,Pachet 10 x Mufa camera BNC Tata F Mama,9.99,9.99
10xBNC+F,Set 10 Buc - BNC Tata + F Mama,16.99,14.99
10xBNC+F,Set 10 Buc - BNC Tata + F Mama,16.99,14.99
TEL0004Ax100,Set mufa RJ45 UTP/ FTP cu 8 pini 100 bucati,22.99,19.99
TEL0004Ax100,Set mufa RJ45 UTP/ FTP cu 8 pini 100 bucati,22.99,19.99
DCMx50,Pachet 50 x Mufa alimentare TATA cu surub,23.99,22.99
DCMx50,Pachet 50 x Mufa alimentare TATA cu surub,23.99,22.99
K1x100,"Conector rapid cu gel, set 100 bucati",28.99,25.99
K1x100,"Conector rapid cu gel, set 100 bucati",28.99,25.99
MUFAFx50,Pachet 50 x Mufa F,32.99,24.99
MUFAFx50,Pachet 50 x Mufa F,32.99,24.99
DCFx50,"Pachet 50 x Mufa 12V alimentare Mama, conectare cu surub",41.99,39.99
DCFx50,"Pachet 50 x Mufa 12V alimentare Mama, conectare cu surub",41.99,39.99
TEL0005Ax100,"Set 100 buc x Mufa RJ45 UTP/ FTP, 8 pini, cu ecranaj metalic TEL0005Ax100",44.99,37.99
TEL0005Ax100,"Set 100 buc x Mufa RJ45 UTP/ FTP, 8 pini, cu ecranaj metalic TEL0005Ax100",44.99,37.99
100XDCM,"Set 100 mufe DCM cu surub, mufa de alimentare tata",46.99,45.99
100XDCM,"Set 100 mufe DCM cu surub, mufa de alimentare tata",46.99,45.99
BNC-Fx50,Pachet 50x Mufa camera BNC Tata F Mama,49.99,47.99
BNC-Fx50,Pachet 50x Mufa camera BNC Tata F Mama,49.99,47.99
alim1ax10,Pachet 10 alimentatori 1Ah pentru camere de supraveghere alim1ax10,59.99,57.99
alim1ax10,Pachet 10 alimentatori 1Ah pentru camere de supraveghere alim1ax10,59.99,57.99
BNCM-Dx50,Pachet 50 x Mufa BNC M - UTP cu surub,61.99,59.99
BNCM-Dx50,Pachet 50 x Mufa BNC M - UTP cu surub,61.99,59.99
100XTEL0071,Set 100 buc conector neecranat Pass Through RJ45 CAT5E,68.99,62.99
100XTEL0071,Set 100 buc conector neecranat Pass Through RJ45 CAT5E,68.99,62.99
WTY0474-2x50,Pachet 50 x Mufa BNC Tata sertizabila RG59,73.99,52.99
WTY0474-2x50,Pachet 50 x Mufa BNC Tata sertizabila RG59,73.99,52.99
100XRJ45HOLE,Set 100 buc conector ecranat Pass Through RJ45 CAT5E,98.99,84.99
100XRJ45HOLE,Set 100 buc conector ecranat Pass Through RJ45 CAT5E,98.99,84.99
10XSAF-KITBALUN4K,Pachet 10 bucati X Set videobalun 4K 8MP/5MP AHD/CVI/TVI,118.99,99.99
10XSAF-KITBALUN4K,Pachet 10 bucati X Set videobalun 4K 8MP/5MP AHD/CVI/TVI,118.99,99.99
KITACC4-1,Kit accesorii sisteme de supraveghere 4 camere,211.99,181.99
KITACC4-1,Kit accesorii sisteme de supraveghere 4 camere,211.99,181.99
KITACC4-1,Kit accesorii sisteme de supraveghere 4 camere,211.99,181.99
KIT-IPC-B32P-FSP12,"Pachet camera de supraveghere Imou CellGo si panou solar 3W, KIT-IPC-B32P-FSP12",395.99,381.99
KIT-4X-2MPD28IR20,"Kit de supraveghere, 4 camere interior Full HD, 2.8mm, IR 20 metri si DVR 4 canale, Dahua KIT-4X-2MPD28IR20",409.99,376.99
KIT-4X-2MP28IR20,"Kit de supraveghere video, DVR 4 canale, 4 camere FullHD, IR 20m, Dahua, Safer, KIT-4X-2MP28IR20",413.99,376.99
KIT-4X-2MP28IR20,"Kit de supraveghere video, DVR 4 canale, 4 camere FullHD, IR 20m, Dahua, Safer, KIT-4X-2MP28IR20",413.99,376.99
KITACC8-1-1,"Kit accesorii sisteme de supraveghere 8 camere, KITACC8-1-1",422.99,362.99
KITACC8-1-1,"Kit accesorii sisteme de supraveghere 8 camere, KITACC8-1-1",422.99,362.99
SD2A500HB-GN-AW-PV-0400-S2-128GB,"Camera de supraveghere IP WiFi PT, Full Color, 2K 5MP, card memorie 128GB inclus, Iluminare duala 30m, MicroSD, Dahua SD2A500HB-GN-AW-PV-0400-S2",443.99,379.99
KITSAF2X-PRO-5MP8036,"Kit de supraveghere video pentru exterior, 2 camere, 2 MP, IR 80 m, Safer, DVR 4 canale, Hikvision, KITSAF2X-PRO-5MP8036",453.99,427.99
KITSAF2X-PRO-5MP8036,"Kit de supraveghere video pentru exterior, 2 camere, 2 MP, IR 80 m, Safer, DVR 4 canale, Hikvision, KITSAF2X-PRO-5MP8036",453.99,427.99
KITSAF2X-2MP2028U,"Kit de supraveghere pentru exterior, 2 camere de 2MP Full HD, IR 20m, Tehnologie HDCVI, DVR 4 canale, Functii AI, Dahua KITSAF2X-2MP2028U",472.99,397.99
KITSAF2X-2MP2028U,"Kit de supraveghere pentru exterior, 2 camere de 2MP Full HD, IR 20m, Tehnologie HDCVI, DVR 4 canale, Functii AI, Dahua KITSAF2X-2MP2028U",472.99,397.99
KITSAF2X-5MP2028U,"Kit de supraveghere video pentru exterior, 2 camere 5 MP, IR 20 m, DVR 4 canale, Safer, KITSAF2X-5MP2028U",489.99,473.99
KITSAF2X-5MP2028U,"Kit de supraveghere video pentru exterior, 2 camere 5 MP, IR 20 m, DVR 4 canale, Safer, KITSAF2X-5MP2028U",489.99,473.99
4xSAF-PRO5MPx4EU12V,"Kit 4 camere de exterior Safer PRO, 5MP si 4 alimentatoare 12V 1A, Safer 4xSAF-PRO5MPx4EU12V",494.99,414.99
KIT4E2SAF-DH,"Sistem supraveghere 4 camere plastic Full HD + DVR 4 canale Dahua, KIT4E2SAF-DH",567.99,487.99
KIT4E2SAF-DH,"Sistem supraveghere 4 camere plastic Full HD + DVR 4 canale Dahua, KIT4E2SAF-DH",567.99,487.99
KIT-4X-2MP28IR40,"Kit de supraveghere, 4 camere exterior 2MP, 2.8mm, IR 40 metri si DVR 4 canale, KIT-4X-2MP28IR40",578.99,543.99
KITSAF4X-5MP2028U,"Kit de supraveghere video pentru exterior, 4 camere 5 MP, IR 20 m, DVR 4 canale, Safer, KITSAF4X-5MP2028U",579.99,556.99
KITSAF4X-5MP2028U,"Kit de supraveghere video pentru exterior, 4 camere 5 MP, IR 20 m, DVR 4 canale, Safer, KITSAF4X-5MP2028U",579.99,556.99
DH-2E52-AA,"Sistem supraveghere 2 camere exterior 5 MP, IR 40m + DVR 4 canale, Safer DH-2E52-AA",601.99,571.99
DH-2E52-AA,"Sistem supraveghere 2 camere exterior 5 MP, IR 40m + DVR 4 canale, Safer DH-2E52-AA",601.99,571.99
KITSAF-2X-5MP28I40,"Kit de supraveghere video de exterior, 2 camere 5 MP, IR 40 m, DVR 4 canale, Safer, KITSAF-2X-5MP28I40",642.99,607.99
KITSAF-2X-5MP28I40,"Kit de supraveghere video de exterior, 2 camere 5 MP, IR 40 m, DVR 4 canale, Safer, KITSAF-2X-5MP28I40",642.99,607.99
KIT4EXT80IRD-A,"Sistem supraveghere 4 camere exterior Safer, Microfon, 2MP, IR 60 M, IP67, lentila 2.8mm, KIT4EXT80IRD-A",657.99,583.99
KIT4EXT80IRD-A,"Sistem supraveghere 4 camere exterior Safer, Microfon, 2MP, IR 60 M, IP67, lentila 2.8mm, KIT4EXT80IRD-A",657.99,583.99
SAF-2XFHDIR40ACC,"Kit supraveghere video SAFER, 2 Camere 2 MP FULL HD, IR 80 m, DVR 4 canale FULL HD, SAF-2XFHDIR40ACC",665.99,604.99
SAF-2XFHDIR40ACC,"Kit supraveghere video SAFER, 2 Camere 2 MP FULL HD, IR 80 m, DVR 4 canale FULL HD, SAF-2XFHDIR40ACC",665.99,604.99
KITSAF4X-PRO-5MP8036,"Kit de supraveghere video pentru exterior, 4 camere, 2 MP, IR 80 m, Safer, NVR 4 canale, Hikvision, KITSAF4X-PRO-5MP8036",671.99,627.99
KITSAF4X-PRO-5MP8036,"Kit de supraveghere video pentru exterior, 4 camere, 2 MP, IR 80 m, Safer, NVR 4 canale, Hikvision, KITSAF4X-PRO-5MP8036",671.99,627.99
KITSAF2X-PRO-5MP8036HDD,"Kit de supraveghere video pentru exterior, 2 camere, 2 MP, IR 80 m, Safer, DVR 4 canale, HDD 1TB Hikvision, KITSAF2X-PRO-5MP8036HDD",690.99,662.99
KITSAF2X-PRO-5MP8036HDD,"Kit de supraveghere video pentru exterior, 2 camere, 2 MP, IR 80 m, Safer, DVR 4 canale, HDD 1TB Hikvision, KITSAF2X-PRO-5MP8036HDD",690.99,662.99
KITSAF4X-5MP2028UMX,"Kit camere supraveghere profesionale, 4 camere, 5 MP, IR 20 m, DVR 4 canale, Safer, KITSAF4X-5MP2028UMX",696.99,623.99
KITSAF4X-5MP2028UMX,"Kit camere supraveghere profesionale, 4 camere, 5 MP, IR 20 m, DVR 4 canale, Safer, KITSAF4X-5MP2028UMX",696.99,623.99
KIT1INT,"Sistem de supraveghere 1 camera interior 8 megapixeli, 4K KIT1INT",711.99,585.99
KIT1INT,"Sistem de supraveghere 1 camera interior 8 megapixeli, 4K KIT1INT",711.99,585.99
KITSAF-1X-5MP28I40,"Kit de supraveghere video de exterior, 1 camera 5 MP, IR 40 m, DVR 4 canale, Dahua, KITSAF-1X-5MP28I40",713.99,572.99
KITSAF-1X-5MP28I40,"Kit de supraveghere video de exterior, 1 camera 5 MP, IR 40 m, DVR 4 canale, Dahua, KITSAF-1X-5MP28I40",713.99,572.99
KIT1EXT40M,"Kit de supraveghere pentru exterior, DVR, camera 5MP, IR 40 metri, wide-angle 2.8mm, KIT1EXT40M",713.99,572.99
KIT1EXT40M,"Kit de supraveghere pentru exterior, DVR, camera 5MP, IR 40 metri, wide-angle 2.8mm, KIT1EXT40M",713.99,572.99
SAF2XPRO-BM5MP40F28,"Kit de supraveghere pentru exterior, 2 camere Safer PRO, 5MP, IR 40m, DVR 4 canale, Audio prin coaxial, SAF2XPRO-BM5MP40F28",725.99,619.99
SAF2XPRO-BM5MP40F28,"Kit de supraveghere pentru exterior, 2 camere Safer PRO, 5MP, IR 40m, DVR 4 canale, Audio prin coaxial, SAF2XPRO-BM5MP40F28",725.99,619.99
SAF-4XFHDIR40-1,"Kit supraveghere video Full HD, DVR cu 4 camere de exterior, smart IR 40m, Hikvision, SAF-4XFHDIR40",734.99,643.99
SAF-4XFHDIR40-1,"Kit supraveghere video Full HD, DVR cu 4 camere de exterior, smart IR 40m, Hikvision, SAF-4XFHDIR40",734.99,643.99
KIT-4X-2MPD28LED20,"Kit de supraveghere pentru interior, 4 camere Dome, Starlight, 2MP, LED alb 20m, DVR Safer, Audio prin HDCVI, KIT-4X-2MPD28LED20",739.99,633.99
KIT-4X-2MPD28LED20,"Kit de supraveghere pentru interior, 4 camere Dome, Starlight, 2MP, LED alb 20m, DVR Safer, Audio prin HDCVI, KIT-4X-2MPD28LED20",739.99,633.99
KITINT-2X-5MP28I20,"Kit de supraveghere video, 2 camere Dome, Full Color, 5MP, Led alb 20m, DVR 4 canale, Safer KITINT-2X-5MP28I20",740.99,693.99
KITINT-2X-5MP28I20,"Kit de supraveghere video, 2 camere Dome, Full Color, 5MP, Led alb 20m, DVR 4 canale, Safer KITINT-2X-5MP28I20",740.99,693.99
KIT5MPINT-SAF-I2,"Kit supraveghere video cu accesorii, 4 camere interior 2MP, Safer, KIT5MPINT-SAF-I2",747.99,711.99
KIT5MPINT-SAF-I2,"Kit supraveghere video cu accesorii, 4 camere interior 2MP, Safer, KIT5MPINT-SAF-I2",747.99,711.99
KITDAH2MP20EXTACC,"Kit camere supraveghere exterior profesionale, 2MP FullHD, IR 20M, DVR 4 canale, recunoastere faciala, KITDAH2MP20EXTACC",778.99,669.99
KITDAH2MP20EXTACC,"Kit camere supraveghere exterior profesionale, 2MP FullHD, IR 20M, DVR 4 canale, recunoastere faciala, KITDAH2MP20EXTACC",778.99,669.99
KIT2E2IFHDMIXT-P-1,"Kit supraveghere mixt complet, 4 camere FULL HD, IR 20m, KIT2E2IFHDMIXT-P-1",787.99,707.99
KIT2E2IFHDMIXT-P-1,"Kit supraveghere mixt complet, 4 camere FULL HD, IR 20m, KIT2E2IFHDMIXT-P-1",787.99,707.99
SAF-4XFHDIR80ACC,"Kit supraveghere video Safer, 2 MP, 4 camere, IR 80m, DVR 4 canale, SAF-4XFHDIR80ACC",792.99,738.99
SAF-4XFHDIR80ACC,"Kit supraveghere video Safer, 2 MP, 4 camere, IR 80m, DVR 4 canale, SAF-4XFHDIR80ACC",792.99,738.99
KITACC8-1,Kit accesorii sisteme de supraveghere 8 camere,798.99,740.99
KITACC8-1,Kit accesorii sisteme de supraveghere 8 camere,798.99,740.99
SAF-2XFHDIR40ACC-2,"Kit de supraveghere video Full HD, ColorVu LED 20 de metri, 2.8mm, Microfon si DVR4 canale, Hikvision SAF-2XFHDIR40ACC",810.99,643.99
SAF-2XFHDIR40ACC-2,"Kit de supraveghere video Full HD, ColorVu LED 20 de metri, 2.8mm, Microfon si DVR4 canale, Hikvision SAF-2XFHDIR40ACC",810.99,643.99
KIT4INT5MPX-1,"Sistem de supraveghere 4 camere dome de 8MP, IR 20m, KIT4INT5MPX-1",813.99,812.99
KIT4INT5MPX-1,"Sistem de supraveghere 4 camere dome de 8MP, IR 20m, KIT4INT5MPX-1",813.99,812.99
KITSAF4X-BP8MP80F28-A,"Kit de supraveghere pentru exterior, 5MP, 2.8mm, IR 40m, DVR 4 canale, Safer KITSAF4X-BP8MP80F28-A",821.99,761.99
KITSAF4X-BP8MP80F28-A,"Kit de supraveghere pentru exterior, 5MP, 2.8mm, IR 40m, DVR 4 canale, Safer KITSAF4X-BP8MP80F28-A",821.99,761.99
SAF-KITIPC2INTP2K,"Kit de supraveghere Full HD, 2.8mm, Iluminare Duala 30m, Audio, PoE, NVR 4 canale, Safer SAF-KITIPC2INTP2K",826.99,706.99
KITSAF2X-2MP2028U-HDD,"Kit de supraveghere pentru exterior, 2 camere bullet, 2MP, DVR 4 canale, Alimentator, HDD inclus, Dahua KITSAF2X-2MP2028U-HDD",826.99,729.99
KITSAF2X-2MP2028U-HDD,"Kit de supraveghere pentru exterior, 2 camere bullet, 2MP, DVR 4 canale, Alimentator, HDD inclus, Dahua KITSAF2X-2MP2028U-HDD",826.99,729.99
KITSAF4X-5MP2028UACC,"Kit de supraveghere video, 4 camere 5 MP, IR 20 m, DVR 4 canale, accesorii incluse, Safer, KITSAF4X-5MP2028UACC",831.99,749.99
KITSAF4X-5MP2028UACC,"Kit de supraveghere video, 4 camere 5 MP, IR 20 m, DVR 4 canale, accesorii incluse, Safer, KITSAF4X-5MP2028UACC",831.99,749.99
KIT5MPINT-DAH-1,"Kit supraveghere video complet cu 4 camere interior 2MP Safer, DVR 4 canale, Dahua KIT5MPINT-DAH-1",841.99,741.99
KIT5MPINT-DAH-1,"Kit supraveghere video complet cu 4 camere interior 2MP Safer, DVR 4 canale, Dahua KIT5MPINT-DAH-1",841.99,741.99
KIT-DAH-2MP-30-I3-ACC,"Kit supraveghere video pentru exterior, 2MP, IR 20m, lentila 3.6mm, Dahua KIT-DAH-2MP-30-I3-ACC",841.99,736.99
KIT-DAH-2MP-30-I3-ACC,"Kit supraveghere video pentru exterior, 2MP, IR 20m, lentila 3.6mm, Dahua KIT-DAH-2MP-30-I3-ACC",841.99,736.99
KITSAF2X-5MP80F36-A-ACC,"Kit de supraveghere pentru exterior, 2 camere bullet, Starlight, 5MP, DVR 4 canale, Functii AI, Accesorii incluse, Safer KITSAF2X-5MP80F36-A-ACC",846.99,758.99
KITSAF2X-5MP80F36-A-ACC,"Kit de supraveghere pentru exterior, 2 camere bullet, Starlight, 5MP, DVR 4 canale, Functii AI, Accesorii incluse, Safer KITSAF2X-5MP80F36-A-ACC",846.99,758.99
KIT2EFULL2X1200D,"Kit cu accesorii, 2 camere exterior, Full HD, cu toate accesoriile",847.99,700.99
KIT2EFULL2X1200D,"Kit cu accesorii, 2 camere exterior, Full HD, cu toate accesoriile",847.99,700.99
KIT4FHDEXT-HIKP-1,"Kit supraveghere video, 4 camere de exterior, lentila 2.8mm, IR 30 Metri, Hikvision, KIT4FHDEXT-HIKP-1",850.99,737.99
KIT4FHDEXT-HIKP-1,"Kit supraveghere video, 4 camere de exterior, lentila 2.8mm, IR 30 Metri, Hikvision, KIT4FHDEXT-HIKP-1",850.99,737.99
SWANQUAD-PACK20,Pack 20 senzori de miscare Crow SWANQUAD,851.99,779.99
KITSAF2X-5MP80F36-A,"Kit de supraveghere pentru exterior, 2 camere 8MP, IR 40m si DVR 4 canale, Dahua KITSAF2X-5MP80F36-A",851.99,724.99
KITSAF2X-5MP80F36-A,"Kit de supraveghere pentru exterior, 2 camere 8MP, IR 40m si DVR 4 canale, Dahua KITSAF2X-5MP80F36-A",851.99,724.99
SAF-2X5MPIR40ACC,"Kit supraveghere video Safer, 2 camere, 5 MP, IR 40m, DVR 4 canale, 4K, SAF-2X5MPIR40ACC",857.99,731.99
SAF-2X5MPIR40ACC,"Kit supraveghere video Safer, 2 camere, 5 MP, IR 40m, DVR 4 canale, 4K, SAF-2X5MPIR40ACC",857.99,731.99
KIT5MP4028,"Kit de supraveghere pentru exterior, 4 camere 5 MP, IR 40m, DVR 4 canale, KIT5MP4028",864.99,717.99
KIT5MP4028,"Kit de supraveghere pentru exterior, 4 camere 5 MP, IR 40m, DVR 4 canale, KIT5MP4028",864.99,717.99
KITSAF-2X-5MPL40-ACC,"Kit de supraveghere pentru exterior, 2 camere Starlight, 5MP, DVR 4 canale, Accesorii incluse, Safer KITSAF-2X-5MPL40-ACC",867.99,832.99
KITSAF-2X-5MPL40-ACC,"Kit de supraveghere pentru exterior, 2 camere Starlight, 5MP, DVR 4 canale, Accesorii incluse, Safer KITSAF-2X-5MPL40-ACC",867.99,832.99
KIT4EXT30IRDAH,"Kit supraveghere video Full HD, DVR cu 4 camere tip bullet, smart IR 40m, 3.6 mm, Dahua KIT4EXT30IRDAH",872.99,647.99
KIT4EXT30IRDAH,"Kit supraveghere video Full HD, DVR cu 4 camere tip bullet, smart IR 40m, 3.6 mm, Dahua KIT4EXT30IRDAH",872.99,647.99
KITSAF8X-BP2MP20F28-A,"Kit de supraveghere mixt, Full HD, 2MP, IR 20m, DVR 8 canale, Functii AI, Safer KITSAF8X-BP2MP20F28-A",880.99,858.99
KITSAF8X-BP2MP20F28-A,"Kit de supraveghere mixt, Full HD, 2MP, IR 20m, DVR 8 canale, Functii AI, Safer KITSAF8X-BP2MP20F28-A",880.99,858.99
SAF-2XFHDIR40ACC-1TB-1,"Kit supraveghere video, DVR Full HD, cu 2 camere tip bullet, smart IR 40m, Hikvision SAF-2XFHDIR40ACC-1TB",882.99,800.99
SAF-2XFHDIR40ACC-1TB-1,"Kit supraveghere video, DVR Full HD, cu 2 camere tip bullet, smart IR 40m, Hikvision SAF-2XFHDIR40ACC-1TB",882.99,800.99
KITFULL4X1200M-1,"Kit camere supraveghere interior profesionale, 4 camere Dahua Full HD, aceesorii incluse, KITFULL4X1200M-1",885.99,753.99
KITFULL4X1200M-1,"Kit camere supraveghere interior profesionale, 4 camere Dahua Full HD, aceesorii incluse, KITFULL4X1200M-1",885.99,753.99
KITSAF-4X-5MP28I40,"Kit de supraveghere video de exterior, 4 camere 5 MP, IR 40 m, DVR 4 canale, Safer KITSAF-4X-5MP28I40",890.99,823.99
KITSAF-4X-5MP28I40,"Kit de supraveghere video de exterior, 4 camere 5 MP, IR 40 m, DVR 4 canale, Safer KITSAF-4X-5MP28I40",890.99,823.99
HW-KIT-4X-T-20FHD-1TB,"Kit camere supraveghere interior profesionale, 4 camere, Full HD, DVR 4 canale si Hard Disk (HDD) 1TB, Hikvision HW-KIT-4X-T-20FHD-1TB",904.99,856.99
KIT-4X-2MP28LED20-ACC,"Kit camere supraveghere exterior profesionale, 4 camere Full HD, Inregistrare audio, DVR 4 canale, Dahua KIT-4X-2MP28LED20-ACC",905.99,793.99
KIT-4X-2MP28LED20-ACC,"Kit camere supraveghere exterior profesionale, 4 camere Full HD, Inregistrare audio, DVR 4 canale, Dahua KIT-4X-2MP28LED20-ACC",905.99,793.99
KITSAF2MPSAF-M-1TB,"Kit supraveghere complet, 4 camere Full HD, DVR 4 canale cu AI, HDD, - GATA DE INSTALARE, KITSAF2MPSAF-M-1TB",915.99,839.99
KITSAF2MPSAF-M-1TB,"Kit supraveghere complet, 4 camere Full HD, DVR 4 canale cu AI, HDD, - GATA DE INSTALARE, KITSAF2MPSAF-M-1TB",915.99,839.99
KIT-DAH-4x2MP30I3-COMPLET,"Kit complet supraveghere video, 4 Camere 2 MP, IR 20 m, HDD 1TB, DVR 4 canale Safer KIT-DAH-4x2MP30I3-COMPLET",915.99,840.99
XVR8X2MP,"Kit de supraveghere 8 camere exterior 2MP, IR 20 metri si DVR 8 canale, Dahua XVR8X2MP",919.99,799.99
KIT-8EFHD4DAH,"Kit supraveghere video, 8 camere FULL HD, lentila 2.8mm + DVR Dahua 8 canale",919.99,799.99
SAF2E22-1TB-SHQ-DH,"Kit supraveghere video 2 camere, complet, FULL HD, IR 20m, 1 x HDD, SAF2E22-1TB-SHQ-DH",932.99,830.99
SAF2E22-1TB-SHQ-DH,"Kit supraveghere video 2 camere, complet, FULL HD, IR 20m, 1 x HDD, SAF2E22-1TB-SHQ-DH",932.99,830.99
KIT4EXT80IR,"Sistem de supraveghere exterior 4 camere 5MP, IR 80 metri, lentila 3.6mm, Microfon, Safer KIT4EXT80IR",932.99,813.99
KIT4EXT80IR,"Sistem de supraveghere exterior 4 camere 5MP, IR 80 metri, lentila 3.6mm, Microfon, Safer KIT4EXT80IR",932.99,813.99
KIT4FHDMIXT-M,"Kit supraveghere mixt cu accesorii, 4 camere FULL HD, IR la 40m KIT4FHDMIXT-M",934.99,765.99
KIT4FHDMIXT-M,"Kit supraveghere mixt cu accesorii, 4 camere FULL HD, IR la 40m KIT4FHDMIXT-M",934.99,765.99
KIT4MIXTSAF,"Sistem supraveghere mixt 4 camere, Full HD, cu DVR 4 canale, KIT4MIXTSAF",937.99,787.99
KIT4MIXTSAF,"Sistem supraveghere mixt 4 camere, Full HD, cu DVR 4 canale, KIT4MIXTSAF",937.99,787.99
SAF-4XFHDIR40ACC-1,"Kit supraveghere video, DVR cu 4 camere bullet, smart IR 40m, Hikvision, SAF-4XFHDIR40ACC",945.99,825.99
SAF-4XFHDIR40ACC-1,"Kit supraveghere video, DVR cu 4 camere bullet, smart IR 40m, Hikvision, SAF-4XFHDIR40ACC",945.99,825.99
SAF2INT22-1TB-SHQ-CC-TW,"Kit complet supraveghere interior 2 camere Full HD, SAF2INT22-1TB-SHQ-CC-TW",946.99,844.99
SAF2INT22-1TB-SHQ-CC-TW,"Kit complet supraveghere interior 2 camere Full HD, SAF2INT22-1TB-SHQ-CC-TW",946.99,844.99
KIT4MIXT20DAH,"Sistem supraveghere 4 camere mixt, rezolutie 5MP, IR 40 metri, DVR Dahua",950.99,793.99
KIT4MIXT20DAH,"Sistem supraveghere 4 camere mixt, rezolutie 5MP, IR 40 metri, DVR Dahua",950.99,793.99
KITFHD80DAHUAST-20A,"Kit 4 camere exterior FULL HD, IR 60m, lentila 2.8 mm, Microfon, KITFHD80DAHUAST-20A",959.99,847.99
KITFHD80DAHUAST-20A,"Kit 4 camere exterior FULL HD, IR 60m, lentila 2.8 mm, Microfon, KITFHD80DAHUAST-20A",959.99,847.99
SAF4XPRO-BM5MP40F28,"Kit de supraveghere pentru exterior, 4 camere Safer PRO, 5MP, IR 40m, DVR 4 canale, Audio prin coaxial, SAF4XPRO-BM5MP40F28",963.99,817.99
SAF4XPRO-BM5MP40F28,"Kit de supraveghere pentru exterior, 4 camere Safer PRO, 5MP, IR 40m, DVR 4 canale, Audio prin coaxial, SAF4XPRO-BM5MP40F28",963.99,817.99
KITHIK4X-5MP4028,"Kit de supraveghere, 4 camere exterior 5MP, 2.8mm, IR 40 metri si DVR 4 canale, Hikvision KITHIK4X-5MP4028",963.99,817.99
