Product,Original Price,Discounted Price
"Switch 8 porturi, PoE, 65W, Watchdog, Dahua, PFS3010-8ET-65",237.99,203.0
Access point TP-LINK wireless exterior 150MBPS port 10/100MBPS - CPE605,238.99,221.0
Switch TP-LINK 24 porturi 10/100 TL-SF1024D,239.99,234.0
"Telefon Panasonic DECT, wireless, caller ID, speaker, speed dial, keypad lock, KX-TGC210FXB",239.99,220.0
"Router wireless Wi-Fi 6 TP-LINK AX1500, Dual-Band, configurare usoara, ARCHER AX12",239.99,229.0
Statie meteorologica cu ceas si functii meteo GB520,239.99,230.0
"Ubiquiti UFiber Loco GPON CPE UF-LOCO, 1x GPON 1x RJ45 PoE in 24V",244.99,240.0
"Injector PoE12 60W Zyxel POE12-60W-EU0101F, 2 porturi, 2Gbps",244.99,233.66
"Acces point de exterior TP Link CPE510 300MBPS 15 km distanta, 5GHZ, CPE510",246.98,245.0
"Router Broadband Load Balance, 1x WAN, 1x LAN, 3x WAN/LAN configurabile, Tp-Link TL-R480T+",247.99,240.0
"Statie meteo wireless, emitator extern, afisare umiditate si temperatura exterioara",249.97,231.0
Switch PoE SMART 4 porturi 100/1000mbps 78W + PORT SFP SWGB-4POE78WSFP,249.99,209.0
"Mikrotik, Acces Point wireless, RBWSAP-5HAC2ND, 3 porturi Ethernet, Dual Band Wi-Fi 2.4GHz si 5GHz, port USB",249.99,245.0
"Router Wireless Xiaomi Mi AloT, Gigabit, Dual Band, 7 Antene externe, DVB4248GL",249.99,239.0
"Media convertor 20KM port SFP 1000M bps, UOF7201GE",249.99,210.0
Acces point exterior CPE 5Ghz UBIQUITI LOCO5AC NanoStation AC,252.99,250.0
Switch 8 canale 4 porturi POE 100Mb/S 57W Tp-Link TL-SF1008P,259.99,241.0
"Camera Web Genius Full-HD cu rezolutie video 1920×1080, 32200213101",259.99,259.99
Repetor retea pana la 350 metri UTP7201ER-POE,259.99,246.75
"Ubiquiti EdgeRouter X, Gigabit, 5 Porturi, PoE Pass Trough, alimentare 9-26V, Cu management, ER-X",259.99,255.0
Router Wireless 4G LTE cu cartela SIM 300 MB/s TENDA 4G680 V2,259.99,250.95
"Mikrotik hEX PoE Lite RB750UPr2, Router Ethernet 5 porturi PoE pasive18-30V",264.99,262.0
"Switch Dahua cu management, 4x porturi PoE 10/100 Mbps si 2x RJ-45 10/100/1000 Mbps (uplink), CS4006-4ET-60",264.99,214.0
"Switch 4+1 POE, 100MB, port optic SC tip B (1550), MIV524",266.99,254.0
"Telefon VoIP Grandstream, 2 linii, GXP1625",269.99,255.0
"Switch De exterior , Poe, 4 porturi, 100 Mbps, SW0504POE-65-O",269.99,255.0
"Kit transmisie internet prin reteaua electrica TP-Link TL-PA4010PKIT AV600, Pana la 600 Mbps, Priza integrata, Plug and play",269.99,258.0
"Switch cu management, 5 Porturi Gigabit, PoE, SFP, SwOS, MikroTik RB260GSP (CSS106-1G-4P-1S)",269.99,262.0
"Router Wireless Mikrotik L41G-2axD, cu 4x Gigabit RJ-45, 2.4Ghz Gen6, 2 antene @ 4.3 DBi, RouterOS v7",269.99,264.0
Injector HighPOE 75W Gigabit Dahua TAM01GT01GT-75,271.99,219.0
"Injector PoE++, 2x LAN Gigabit, 60 W Plug and Play, Tp-Link TL-POE170S",272.99,253.0
"Switch PoE 4 porturi Gigabit, 60W, 10/100/1000 Mb, Hikvision, DS-3E0505P-E",272.99,183.0
"Mikrotik , Acces Point hAP ac lite, RB952UI-5AC2ND, 5 porturi Ethernet, Dual-Band Wi-Fi 2.4GHZ si 5GHz, procesor 650MHz, PoE",274.99,266.0
"Modul single mode SFP, 1Gbps, 20 Km, Ubiquiti, UF-INSTANT",274.99,262.0
"Media convertor Gigabit, 4 porturi RJ45 100/1000BaseT(X)Auto, 5V, 2A, IP30, MIV926",275.99,263.0
Switch rackabil 24 porturi 100MB Rackabil 19 inch TP-Link TL-SF1024,276.99,276.0
"Switch POE 5 canale Gigabit, 1000MB/s, putere maxima 60W, Dahua PFS3006-4GT-60-V2",278.99,226.0
"Router 5 porturi Gigabit, VPN, Omada, ER605",278.99,271.0
"Switch TP-Link 8 porturi, 4 x PoE, Gigabit TL-SG1008P",280.99,260.0
Baza DP750 pentru Telefon VoIP Grandstream,281.99,268.0
"Switch Gigabit cu 4 porturi PoE+ si 1 port LAN, 65W, Tp-Link Easy Smart TL-SG105PE",281.99,272.0
"Telefon cu fir, analogic, Caller ID, ALCATEL-T880",287.99,273.0
"Set Panasonic DECT Twin KX-TG1612FXH, 2 receptoare, Caller ID, Negru",289.99,275.0
"Router wireless 300 Mbps, 2.4 GHz si 5GHz, 4 porturi, 5 antene externe, Imou HX21",289.99,270.0
"Set mediaconvertoare Single Mode RX TX conector SC max 20KM, M-207M",289.99,277.0
"Switch ethernet 4x PoE 10/100Mbps, 2 porturi 10/100 Mbps uplink, Utepo SF6P-FHM",295.99,281.0
"Switch PoE 8 canale Hikvision DS-3E0109P-E/M(B), 30W Max per port, DS-3E0109P-E/M(B)",296.99,204.0
Camera web 1080P Hikvision DS-U12 microfon incorporat,297.99,204.04
Aparat DECT fara fir Grandstream DP720,299.99,282.0
"Router wireless N 4G LTE, 300 Mbps, TL-MR100",299.99,295.0
"Set mediaconvertor RX+TX Single Mode Gigabite 1000Mb/s 25Km, OMG1-SM",299.99,279.0
"Switch cu 8 porturi PoE+, 65 W, 9x LAN, TP-Link, TL-SF1009P",299.99,292.0
Set adaptoare SFP distanta 20Km Single/Multi mode UOF2101BS,299.99,283.49
"Cloud Router Switch, 5 porturi SFP + 1 port Combo port SFP/RJ45- Mikrotik CRS106-1C-5S",299.99,287.0
Telefon VOIP 1 cont SIP alimentare POE Grandstream GXP1615,299.99,250.0
"Switch PoE Zyxel GS1005HP-EU0101F, 5 porturi RJ45, viteza pana la 2000Mbps, putere Poe totala 60W",302.99,297.0
Acces point pentru exterior de 300Mbps pe banda de 5 GHz 23dBi TP-Link CPE610,306.49,285.0
"Modul SFP 10G BASE T, 1x LAN Tp-link TL-SM5310-T",309.99,295.0
"Acces Point wireless Mikrotik RBSXTSQG-5ACD, SXTsq 5 ac, de tip CPE, 1 port Ethernet, 5GHz, antena integrata 16 dBi, PoE, IP55",319.99,311.0
"Switch cu 4 porturi, PoE 60 W, gigabit, Hikvision, DS-3E0505HP-E",322.99,215.0
"Camera web USB, 1080P Full HD, GUV3100",324.99,294.0
"Statie de baza pentru telefoane IP si VoIP, Grandstream Dect DP752",324.99,310.0
"Antena CPE 5GHz N300 15dBi, wireless, 2XMIMO de exterior, PFWB5-30n",328.99,266.0
"Switch Zyxel GS1900-8-EU0102F, 8 porturi 100/1000Mbps, management",328.99,312.69
"Switch cu 8 porturi, 4x PoE, 55W, Easy Smart, Gigabit, Tp-Link TL-SG108PE",328.99,305.0
Router POE de exterior 5 porturi MikroTik PowerBox RB750P-PBR2,329.69,327.0
"Access Point, Omada, Wireless, AC1200, MU-MIMO Gigabit, cu montare in perete, Tp-Link, EAP230-Wall",329.99,304.0
"NanoSwitch Ubiquiti, 4 RJ45, PoE 36W, gigabit, N-SW",329.99,325.0
"Router 4G 300Mbps, Wireless TP-Link TL-MR6400",332.99,321.0
"Router wireless Mesh, 1x port WAN, 2x port LAN, 1000 Mbps, 256 MB, Dahua DH-MAX18",335.99,286.0
XIAOMI Mi TV Box S EU - Mini PC android,337.99,328.0
Switch 16 porturi TP-Link TL-SG1016D,338.98,316.78
"Router Tp-Link Archer AX53, Wi-Fi 6 Dual band, tehnologie OFDMA, 4 antene",338.99,327.0
"Switch SW1816POE-160-E, 16 porturi RJ45+2 RJ45 Uplink, 160W, POE",346.99,329.0
"Router 4G LTE cu cartela SIM, Wi-FI 2,4 Ghz, 300Mbps, Tenda, 4G03",347.99,330.0
"Switch Zyxel GS1100-16-EU0103F, 16 porturi GbE, putere 10W",348.99,331.97
"Telefon fara fir, Panasonic, Dect twin, 2 receptoare, KX-TG2512FXT",349.99,330.0
Telefon VOIP (SIP) 1 cont Yealink SIP-T19P,349.99,325.5
Fibra optica FTTH 2 fibre cu sufa - Tambur 500m,349.99,289.0
Set adaptoare SFP Gigabit distanta 20Km Single mode UOF2201BS,349.99,340.0
Switch 16 canale gigabit rackabil TP-Link TL-SG1016,353.99,329.0
"Mikrotik, Acces Point wireless DISC Lite5 ac RBDISCG-5ACD, de tip CPE, Wi-Fi 5GHz 802.11ac, antena incorporata 21 dBi, PoE",354.99,348.0
"Switch PoE Zyxel GS1200-5HPV2-EU0101F, 5 porturi (4x porturi PoE), 10/100/1000Mbps, 60W",357.99,354.0
"Switch PoE cu 8+2 Porturi Gigabit, fara management, 60W, Hikvision DS-3E0310P-E/M",357.99,245.0
Casca Call Center MONO mufa RJ9,359.99,357.0
"Router LAN Gigabit MikroTik hEX, RB750GR3",359.99,273.0
"Mikrotik hEX S, RB760iGS, Router Ethernet 5 porturi PoE pasive, 12-57V",363.99,360.0
"Router 4G LTE cu cartela SIM Tenda 4G06 2,4 Mhz",364.99,347.5
"Mikrotik hEX Poe, RB960PGS, Router Ethernet 4 porturi PoE pasive 12-57V",366.99,359.0
"Casca Call Center MONO JACK 2,5 mm",369.99,367.5
Telefon VOIP 2 conturi SIP alimentare POE Grandstream GXP1628,369.99,350.0
Injector PoE 60W Hikvision LAS60-57CN-RJ45,371.99,245.63
Antena Router/Bridge wireless 5 Mhz 23 dBi Ubiquiti LiteBeam M5,379.99,360.0
"Telefon DECT Panasonic KX-TGK210FXB, Caller ID, NEGRU Fashion",379.99,370.0
"Telefon analogic Panasonic KX-TS880FXW, ALB, Caller ID si Speaker",379.99,360.0
"Telefon analogic Panasonic KX-TS880FXB, Negru, Caller ID si Speaker",379.99,360.0
"Telefon DECT Panasonic KX-TGK210FXW, Caller ID, Alb Fashion",379.99,370.0
"Switch DAHUA industrial 4 porturi, PoE, SFP PFS3106-4ET-60-V2",380.99,308.0
"Ubiquiti UFiber WiFi GPON, Router wireless UF-WIFI, Wi-Fi 4, 4 porturi RJ45, 24V PoE pasiv",387.99,375.0
Switch 8 porturi POE 100MB/s + 2 WAN Gigabit 96W Dahua PFS3010-8ET-96-V2,387.99,313.0
"Switch PoE cu 8+2 Porturi Gigabit, SFP, fara management, 58W, Hikvision DS-3E0510P-E/M",388.99,290.0
Acces point pentru exterior de 867Mbps pe banda de 5 GHz 23dBi TP-Link CPE710,388.99,361.0
"Acces Point Wireless MikroTik cAP ap, RBcAPGi-5acD2nD",389.99,386.0
"Ubiquiti EdgeRouter X SFP, 5x Passive PoE RJ45 Gigabit, 50W, 9-26V, ER-X-SFP",389.99,385.0
"Access Point Wireless MU-MIMO Gigabit, Wi-Fi Dual-Band, PoE, Management centralizat, Integrare in Omada SDN, 24V, TP-LINK EAP223",395.99,368.0
"Switch PoE 8 porturi, Fast Ethernet, Hikvision, DS-3E0109P-E(C)",398.99,244.0
"Switch PoE 8 Porturi Hikvision DS-3E1309P-EI, AF AT, 110W, 30W/Port, 1x Uplink Gigabit, 8x PoE 100 Mbps",398.99,273.0
"Router 3G / 4G LTE Wireleess TP-LINK Archer MR200, 150Mbps, Dual Band 2.4 si 5 Ghz, Slot Micro SIM",399.00,390.0
Switch 24 canale gigabit rackabil TP-Link TL-SG1024D,399.98,399.0
"Switch 4 porturi PoE, Cloud Managed, Gigabit, Dahua CS4006-4GT-60",399.99,278.0
"Antena de retea Ubiquiti PowerBeam, sectionala, 22 dBi, 5 GHz, 150 Mbps, PBE-M5-300",399.99,389.0
"Telefon VoIP Grandstream, 3 linii, GXP1630",399.99,380.0
"Switch 4 porturi PoE 10/100 Mbps + 2 porturi Gigabit SFP, SAF-SW0604-96",399.99,367.2
"Switch 4 porturi POE, 2x SFP Gigabit, putere PoE 95W, fara management, PFS3206-4P-96 Dahua",407.99,330.0
"Antena Ubiquiti LBE-5AC-Gen2, airMAX 5 AC, raza lunga, 26dBi, 5GHz",408.99,388.0
"Access Point Omada Wireless MU-MIMO Gigabit cu montare pe perete, 300 Mbps, Tp-Link EAP235-Wall",413.12,397.99
"Access Point Wireless, 1.775 Gbps, Tehnologie MU-MIMO, Wi-Fi Dual Band, PoE, Dahua EAP6218-C",419.99,339.0
Aparat DECT VOIP Grandstream cu baza DP750/720,419.99,399.0
"Switch PoE Zyxel GS1008HP-EU0101F, 8 porturi, viteza pana la 2000Mbps, putere totala 60W",419.99,398.78
"Switch Smart cu 8 Porturi Gigabit, Omada, L2+, TL-SG2008",422.99,393.0
"Ubiquiti UFiber NanoG GPON, CPE UF-NANO, 1 port RJ45, 24V PoE, 7W, display digital",426.99,406.0
"Switch 8 porturi PoE, Cloud Managed, Dahua CS4010-8ET-110",427.99,347.0
Acces point de exterior DUAL BAND Gigabit TP-Link EAP225-Outdoor,428.99,418.99
"Acces Point de tip Bridge CPE Wirelss Hikvision, 5KM, 5 Ghz, 867 Mbps, Gigabit, DS-3WF02C-5AC/O",428.99,293.64
"Switch Dahua cu management, 8x porturi PoE 10/100 Mbps si 2x RJ-45 10/100/1000 Mbps (uplink), CS4010‑8GT‑110",428.99,347.0
"Acces point Zyxel, 2 antene, 5 dBi, NWA1100-N",429.99,419.0
"Mikrotik Acces Point wireless wAP ac, RBWAPG-5HACD2HND, Dual Band 2.4GHz si 5 GHz, 2 porturi Ethernet, PoE",429.99,414.0
Switch 16 porturi Gigabit Smart HIKVISION DS-3E1516-EI,430.99,305.0
"Antena CPE 5Ghz, transmisie 5KM, exterior, IP66, Dahua PFWB5-10N",435.99,353.0
"Switch 16 porturi Gigabit, TP-LINK, TL-SG1016DE",439.99,435.0
"Ubiquiti UniFi Acess Point wireless UAP-AC-LITE, 1x Gigabit LAN, AC1200, 300 + 876 Mbs, UAP-AC-LITE",449.99,439.0
"Switch 4 porturi Gigabit PoE, 2 porturi uplink SFP, Hikvision DS-3T0506HP-E-HS",451.99,312.0
"Switch 4+1 POE Hikvision DS-3T1306P-SI/HS, 60W, cu management",451.99,304.0
"Acces Point, montaj pe perete, WiFi 6, Gigabit, Tp-Link AX1800, EAP615-Wall",459.98,429.09
"Switch PoE Zyxel GS1200-8HPV2-EU0101F, 8 porturi 10/100/1000 Mbps, (4x porturi PoE), 60W",462.99,456.0
"MikroTik RBcAPGi-5acD2nD-XL, Acces Point Wireless, 2 x Gigabit (1 x PoE-out), 802.11b/g/n 2.4Ghz, 802.11an/ac 5GHz, injector PoE",464.99,452.0
"Switch cu 8 porturi PoE+ Gigabit, 1 port LAN, 1 port SFP, 63W, Plug And Play, Tp-Link, TL-SG1210P",465.99,431.0
"Mikrotik, PowerBox Pro, RB960PGS-PB, Router Ethernet 4 porturi PoE pasive, 12-57V",467.99,457.0
"Access Point Wi-Fi 6 Dual-Band Gigabit AX1800 cu montare pe tavan, 2.4 si 5Ghz, 1200 Mbps, Tp-Link EAP610",469.98,468.0
"Acces Point wireless OmniTIK, 2 antene omnipolarizate, 5 porturi Ethernet, USB, PoE, Mikrotik RBOMNITIKUPA-5HND",469.99,459.0
"Antena CPE Mikrotik, 2.4GHz, 12dBi, alimentare 8-30V, PoE, RB911G-2HPND-12S",478.99,467.0
"Ubiquiti AC Mesh, UAP-AC-M, Acees Point pentru interior/exterior 802.11a/b/g/n/ac",479.99,478.0
"Access Point Wi-Fi 6 AX1800, Tehnologie Omada Mesh, Management centralizat, PoE+, Design compact, TP-LINK EAP613",481.99,464.99
"Switch industrial 6 porturi, 4 PoE+ 60W, protectie 6KV, montaj DIN, Utepo UTP7204E-POE-A1",485.99,462.0
"Switch DAHUA industrial 8 porturi, PoE, SFP PFS3110-8ET-96-V2",492.99,398.0
"Switch Zyxel MG-105-ZZ0101F, 5 porturi 2.5GbE, putere 9W",493.99,469.64
"Acces Point wireless CPE, 802.11ac, conectori RP-SMA, un port Ethernet, Mikrotik RB911G-5HPacD-NB",494.99,482.0
"Switch PoE 16 porturi, 1 port SFP, 300W, 1 port SFP, Safer, SW1916-F-300-HIPOE",495.99,463.0
"Access point Zyxel NWA50AX-EU0102F, PoE 16W, Dual-radio, 2.4GHz, 5GHz, 1 port 10/100/1000Mbps, management Nebula cloud",497.99,478.0
Router wireless 4G cu UPS (2000mAh) 4 porturi Lan si wifi 5,499.99,489.0
"Telefon VoIP, 6 linii, PoE, Grandstream, GRP2613",499.99,440.0
"Access Point cu Wi-Fi 6 Tp-Link AX3000, pana la 2.97 Gbps, Mesh, EAP653",499.99,491.0
"Switch 8 porturi RJ45, PoE, 110 W, Unmanaged, 100 Mbps, Hikvision, DS-3E0310HP-E",501.99,345.0
"Switch 8 porturi PoE 10/100 Mbps + 2 porturi Gigabit SFP, Smart Manger, Hi-PoE, Carcasa metal, IP40, Hikvision DS-3E1310HP-EI",501.99,367.0
"Switch 8 porturi PoE Hikvision DS-3T0310HP-E/HS, fara management, putere PoE 110W, 2x Hi-PoE, 90W, 6KV",503.99,437.0
"Switch 24 canale gigabit rackabil TP-Link, TL-SG1024",505.98,469.93
"Switch 10 porturi, 8x PoE, 96W, fara management, Watchdog, Dahua PFS3110-8ET1GT1GF-96",510.99,413.0
"Router Wireless MikroTik RBD53iG-5HacD2HnD, Gigabit, Dual Band 2.4 5 GHz, 5x LAN, USB, PoE In and Out",519.99,499.0
"Switch 5 porturi PoE, 46W, indicator LED, Ubiquiti USW-FLEX",519.99,519.0
"Telefon VoIP cu Display color, 3 Linii, 3 SIP, Conferinta, Grandstream GXP2130",524.99,499.0
Switch 16 porturi PoE 10/1000mbps 250W SW100-16POE250W,529.99,490.0
"CPE SXT ac, pana la 866Mbit, Wi-Fi 802.11a/n/ac, 1 port Ethernet, antena integrata, PoE, Mikrotik RBSXTG-5HPACD-SA",529.99,520.0
"Smart Switch, 8 x Rj45 Gigabit, 2 x SFP+ 10Gbps, Mikrotik CSS610-8G-2S+IN",544.99,529.0
"Ubiquiti U6+ Acces Point Wi-Fi 6, montare pe tavan, PoE",546.99,526.0
"Switch cu 5 porturi 2.5G, Conexiuni rapide, Plug and Play, Carcasa metalica, TP-LINK TL-SG105-M2",547.99,509.0
"Switch Smart cu 8 x Gigabit, 4x PoE+, 62W si 4x non-PoE, TP-Link TL-SG2008P",548.99,507.0
Telefon Executive VOIP (SIP) 6 conturi Yealink SIP-T27G,549.99,525.0
Telefon VOIP Cisco SPA303-G2 3 linii SIP,549.99,525.0
"Switch cu 8 Porturi PoE Gigabit Hikvision, pana la 110W total, pana la 30W/port, 1x LAN, 1X SFP, L2, DS-3E0510P-E",553.99,385.0
"Switch cu 8 porturi Gigabit si 2 porturi SFP, L2+, JetStream™, Tp-Link TL-SG3210",558.99,519.0
"Acces Point Wi-Fi 6 Gigabit, cu design ultra-slim, 2976 Mbps, TP-Link EAP650",559.99,544.0
"Switch cu 8 porturi PoE+ 124 W, 1x SFP, 2x LAN Gigabit, TP-Link, TL-SL1311MP",562.99,536.0
Switch rackabil 48 porturi 100MB TP-Link TL-SF1048,567.99,550.0
"Switch Gigabit cu 24 de porturi 10/100/1000 Mbps Easy smart configuration, Tp-Link TL-SG1024DE",569.99,554.99
"Acces Point, montaj pe perete, WiFi 6, Gigabit, Omada, Tp-Link AX3000, EAP650-Wall",569.99,539.0
"Ubiquiti U6 Lite Acces Point Wi-Fi 6, Bluetooth, alimentare PoE, 48V, 0.32A, montare pe tavan",579.99,564.0
"Access point Zyxel NWA1123ACPRO-EU0104, 2.4GHz si 5GHz, 2 porturi LAN (1 port Poe), 12W",579.99,552.5
"Access Point Wi-Fi 6 Zyxel NWA50AXPRO-EU0102F, port etherlink 2.5G, 2.4 GHz, management NebulaFlex",584.99,556.65
Switch 8 porturi POE Gigabit Rackabil 126W TP-Link TL-SG1008MP,590.99,560.0
"Mikrotik, L009UiGS-2HaxD-IN, Router Wireless, WiFi6, AX600, 8 Porturi LAN Gigabit",599.99,595.0
"Acces Point Wireless, 5 porturi Gigabit Ethernet, 5GHz, 720MHz, 12-57V, PoE, USB, Mikrotik RBOmniTikPG-5HacD",599.99,594.0
Set baza DP750 + 1 telefon dect grandstream,601.99,577.99
SWITCH GIGABIT 24 PORTURI DAHUA PFS3024-24GT,612.99,495.0
"Switch Smart cu 24 de porturi Gigabit, carcasa de metal, Hikvision DS-3E1524-EI",614.99,413.0
"Switch de exterior cu Reverse PoE, 8 Porturi RJ-45, 2x SFP 10G, IP54, Mikrotik netPower Lite 7R CSS610-1Gi-7R-2S+OUT",614.99,599.0
"Router WiFi AC1200 MU-MIMO, sistem Mesh, 2 bucati, TEW-832MDR2K",619.99,575.0
Power Station portabil Xparkle XF150 USB/USB-C/12V/230V - 150W,619.99,591.0
"MikroTik CRS318-1Fi-15Fr-2S-OUT, Siwtch de exterior cu 18 Porturi, 15 Porturi cu PoE inversabil, 18-57V, SFP, RouterOS / SwOS",623.99,614.0
"Switch cu 16 porturi Gigabit si 2 porturi SFP, Omada, TP-Link L2+ si L3 TL-SG2218",624.99,619.0
"Switch cu 8 porturi Gigabit mixte Ubiquiti, 4 Porturi PoE pana la 52W, 4 Porturi LAN, USW-Lite-8-POE",625.99,625.0
Switch TP-Link PoE cu 8 Porturi Gigabit PoE+ si 2 sloturi SFP TL-SG2210P,628.99,621.0
"Switch Zyxel GS1900-24E-EU0103F, 24 porturi, 100/1000Mbps, smart management",629.99,599.81
"Antena CPE Ubiquiti PowerBeamAC Gen2, 5 Ghz, 450+ Mb/s, airMAX, PBE-5AC-GEN2",631.99,601.0
"Ubiquiti LTU Lite, CPE PtMP, 1024 QAM, 5 GHZ, Alimentare PoE, LTU-LITE-EU",637.99,607.0
"Switch 8 porturi RJ45, 2 SFP, 1 port PoE 15W , gigabit, Ubiquiti, ES-10X",639.99,629.0
"Switch POE 8 canale 1000MB/s cu 2x Uplink Gigabit, Pana la 96W, WatchDog, Dahua PFS3010-8GT-96-V2",639.99,517.0
"Switch Zyxel GS1915-8EP-EU0101F, 8 porturi PoE 100/1000Mbps, PoE 60W",642.99,611.63
"Access point Zyxel NWA55AXE-EU0102F, exterior, Wi-Fi-6, dual-radio 2.4GHz, 5GHz, 1 port 10/100/1000Mbps, PoE 16W, management Nebula cloud",646.99,616.03
"Switch PoE Zyxel GS1900-8HP-EU0103F, 8 porturi 100/1000Mbps, 77W",647.99,616.65
"Router Wireless 500 Mbit/s, RB962UIGS-5HACT2HNT",649.99,623.0
"Extender semnal HDMI prin cablu FTP/UTP H3644, 4K 50 FPS, 18Gbps, Senzor IR",649.99,538.0
"Switch 8 canale Hi PoE 802.3at/af/bt, pana la 90W/Port, 120W in total Hikvision, DS-3E0510HP-E",652.99,511.0
Tableta 8 inci Android 5.0 Alba Kruger Matz,659.99,623.69
"MIkrotik, hAP ax³, C53UiG+5HPaxD2HPAX, Access Point, 2.5 GB Ethernet",667.99,660.0
"Router cu antena CPE Mikrotik mANTBox 15s, 5 Ghz, RouterOS, Alimentare Duala 9-30V, RB921GS-5HPACD-15S",669.99,655.0
"Media convertor SM conector, SC 20KM, 4x VIDEO + RS-485, OVH-4D/SC",673.99,606.0
Telefon digital Panasonic KX-DT521W,674.99,643.0
"Ubiquiti airMAX Rocket AC Lite, R5AC-LITE, Acces Point 5GHz, Passive PoE, 24V, 0.5A",679.99,672.0
"Access Point Wireless MU-MIMO Gigabit cu montare pe tavan, 1300 Mbps, Tp- Link EAP265 HD",682.99,634.0
"Switch 10 porturi Gigabit, 8 porturi PoE + Gigabit, SFP, LAN, Putere pana la 123W, TP-Link TL-SG1210MP",683.99,680.0
"Acces Point, montaj pe perete, WiFi 6, Gigabit, Omada, PoE, Tp-Link AX3000, EAP655-Wall",687.99,634.0
Router rackabil Microtik 5 porturi RB2011UiAS-RM,689.99,655.0
"Switch Zyxel GS1915-24E-EU0101F, 24 porturi GbE 100/1000Mbps, cu management, putere 15W",698.99,664.97
"Camera video de conferinte ALL IN ONE, Unghi 100° ultra-wide, 4 microfoane omnidirectionale IOT-UNEAR A30T",699.99,599.99
"Access point NWA90AX-EU0102F, dual-radio, 2.4GHz, 5GHz, 1 port 10/100/1000Mbps, PoE 16W, management Nebula cloud",699.99,666.61
"Router Industrial 4G - Cartela 3G / 4G, Milesight MS-UR32L-L04EU",699.99,646.0
Switch 24 porturi PoE 300W cu Management + 1 SFP 1000 Mb/s + 2 WAN Gigabit,699.99,679.0
"Ubiquiti UFiber WiFi 6 GPON, CPE UF-WIFI6, 4 porturi RJ45 LAN, 24V PoE pasiv, 11W, USB-C",703.99,644.0
"Router 4G, industrial, 2 porturi RJ45, Wi-Fi, 1x slot pentru SIM, Teltonika RUT200",708.99,675.0
"Router Industrial 4G - Cartela 3G / 4G, 2 porturi POE Milesight MS-UR32L-L04EU-P",712.99,678.0
Router wireless Gigabit 8 porturi WAN RJ45/SFP Microtik CRS109-8G-1S-2HND-IN,719.99,699.0
Telefon VOIP 6 conturi SIP Grandstream GXP 2160,732.99,700.0
Telefon VOIP (SIP) DECT 1 cont Yealink SIP-W52P,739.99,710.0
"Switch Zyxel MG-108-ZZ0101F, 8 porturi 2.5GbE, putere 12W",748.99,713.26
"Switch Easy Smart cu 10 porturi Gigabit, 8x PoE +, 123W, QoS, TP-LINK TL-SG1210MPE",749.99,697.0
"Power Bank 42.000 mAh (155W) - Iesiri 5V / 12V / 230V, PWCH155",749.99,710.0
"Switch PoE cu 8 + 2 Porturi, 110W, Hikvision, Hi-PoE max 90W/Port, Gigabit, SFP DS-3T0510HP-E/HS",754.99,559.89
"Switch SFP MikroTik CRS305-1G-4S+IN, 10 Gbps / Port Alimentare PoE, RouterOS / SwOS",754.99,738.0
Switch 24 porturi gigabit + 2 SFP cu management Microtik CSS326-24G-2S+RM,759.99,739.0
Fibra optica FTTH 1 fibra cu sufa - Tambur 1000m,769.99,740.0
"Switch de retea cu viteza mare, 8 porturi de 2.5G, Conexiune Plug and Play, Carcasa metalica, TP-LINK TL-SG108-M2",770.99,717.0
"Acces point UniFi Ubiquii AC PRO, Dual Band, Exterior, Gigabit, AP, 2xWAN, 2 antene, UAP-AC-PRO-EU",779.99,776.0
"Cartela Panasonic, extensie 2 CO si 8 linii de interior, KX-TE82480",779.99,766.5
"Ubiquiti LTU Long-Range, LTU-LR Antena CPE 5GHz, Passive PoE, 24V, 0.5A",779.99,769.0
"Switch PoE 16 canale, 100 Mbps, Hikvision DS-3E0318P-E/M(B)",785.99,712.0
"Switch 8 porturi RJ-45 Gigabit + 4 SFP, Poe IN, Microtik CRS112-8G-4S-IN",788.00,755.0
"Switch 8 porturi PoE, 1 port SFP, 27V, 4.4A, indicator LED, Ubiquiti UISP-S",789.99,739.0
"Sistem Mesh cu 2 extendere WiFi Tp Link DECO M5, Gigabit, antivirus si control parental, DECO M5(2-PACK)",796.99,759.0
"Mikrotik, Audience, Access Point, RBD25G-5HPacQD2HPnD, 2,4GHz-5GHz",799.99,786.0
"Acces Point Ubiquiti, Dual Band 2.4 GHz si 5 GHz, Viteza Gigabit, UAP-NANOHD",817.99,812.0
"Router Multi WAN VPN, 1x SFP Gigabit, 5x LAN Gigabit, compatibil OMADA, Tp-Link ER7206",817.99,761.0
"Acces point UniFi Ubiquiti AC PRO, Dual Band, Exterior, Gigabit, UAP-AC-PRO, AP, 2xWAN, 2 antene",824.99,785.0
"Router CPE Mikrotik LHG XL 52 ac, 2.4 si 5Ghz pana la 600 Mbps, Pana la 27dBi, Alimentare PoE, 5HPACD2HPND-XL",824.99,799.0
"Switch 8 porturi, PoE 110W, 2 porturi SFP, gigabit, managed, Hikvision, DS-3E1510P-SI",831.99,615.0
"RouterBoard Mikrotik Dual Core 1.4GHz, 1 GB RAM, 10 x Gbit LAN, panou LCD, RB3011UIAS-RM",834.99,815.0
Air Max Antena sectoriala Ubiquiti Networks AM-5G19-120,837.99,828.0
"Switch Zyxel GS1900-24-EU0102F, 24 porturi 100/1000Mbps, management",844.99,804.05
