Product,Original Price,Discounted Price
"Kit supraveghere video Safer complet, 4 camere de 5 MP cu IR 40m, DVR 4 canale, HDD 2TB, SAF-4X5MPIR40ACC-2TB",1481.99,1271.99
"Kit supraveghere video complet cu 4 camere de exterior, 5MP, lentila 2.8, IR 40m, DVR 4 canale + accesorii, KIT4X5MP40IR-HIK-15A",1481.99,1283.99
"Kit de supraveghere complet , 4 camere exterior 5MP, 2.8mm, IR 40 metri, DVR 4 canale si Hard Disk 2TB, Hikvision KITHIK4X-5MP4028-2TB",1481.99,1284.99
"Kit supraveghere video pentru exterior, 5MP, Iluminare duala 40m, 3.6 mm, KIT-DAH-5MP-30-I3-ACC",1484.99,1223.99
"Sistem de supraveghere video 8 camere de exterior 4K, IR 20m, DVR 8 canale Safer KITSAF-8X-8MP28I20",1485.99,1482.99
"Kit supraveghere video pentru exterior, 2MP FULL HD, IR 80m, lentila 3.6mm, KIT-DAH-1080-80-I3-ACC",1502.99,1267.99
"Kit de supraveghere pentru interior complet, 4 camere de interior, Full Color, 2K, Iluminare cu LED 20m, Dahua KITDH-4X5MPHDD-I3",1521.99,1179.99
"Kit de supraveghere cu accesorii, 4 camere de exterior 4K - 8Mp, IR 80 metri, KIT8MP4IR80-1",1536.99,1250.99
"Kit complet exterior 4 camere 5MP, IR 80m, Audio + DVR 4 canale Safer KIT4EDHFHD80",1541.99,1362.99
"Kit 4 camere 5MP - 2.5K, IR 80m Dahua + DVR 4 canale AI + accesorii KIT4X8MPEXT-DAH-I2",1547.99,1273.99
"Kit pentru exterior cu 4 camere 2K, IR 80m + DVR 4 canale AI Dahua, KIT4DHFHD80-TW",1547.99,1285.99
"Kit de supraveghere video COMPLET, 4 camere 5 MP, IR 40 m, DVR , accesorii HDD 2TB, Dahua KITSAF-4X-5MP28I40ACC",1555.99,1319.99
"Kit de supraveghere IP, 4 camere exterior 2MP, 2.8mm, IR si LED 30 metri si NVR 4 canale, KITIP-4X-2MP2830POE",1559.99,1071.99
"Kit supraveghere video Safer, 4 camere, 5 MP, IR 80m, DVR 4 canale, HDD 2 TB, SAF-4X5MPIR80ACC-2TBS",1568.99,1348.99
"Kit pentru supraveghere video IP, 2K 4MP, PoE, IR 60 metri, NVR 4 canale, KITPOE2MPMIXT",1579.99,1297.99
"Kit de supraveghere pentru interior, 4 camere Dome, Starlight, 5MP, DVR, 4 canale, Functii AI, Accesorii incluse, Dahua KITINT-4X-5MP28I20-ACC",1579.99,1331.99
"Kit supraveghere IP, SAFER, 4 camere dome 2K 4MP, IR 30M, NVR 4 canale 8MP Ultra 265, SAF-4X2MPINT-POE-ST",1588.99,1249.99
"Kit de supraveghere video IP de exterior, 4 camere 2 MP, IR 30 m, NVR 4 canale, PoE, HDD (hard disk inclus), Safer, KITIP-4X-4MP420HDDPOE",1590.99,1358.99
"Kit de supraveghere video IP de exterior, 4 camere 4 MP, IR 50 m, NVR 4 canale, alimentare PoE, Safer, KITIP-4X-4MP420POE",1598.99,1418.99
"Sistem de supraveghere IP pentru exterior, 4 camere de 2MP, IR 30m, PoE, Safer KITSAF4FHDE",1598.99,1029.99
"Kit de supraveghere video IP de exterior, 4 camere 2 MP, IR 30 m, NVR 4 canale, PoE, HDD (hard disk inclus), Safer, KITIP-4X-2MP2830HDDPOE",1598.99,1029.99
"Sistem de supraveghere cu 4 camere IP Full HD, Smart IR 30m, NVR 4x PoE + HDD 1TB KITIP4EXTFHD",1598.99,1029.99
"Kit de supraveghere video IP de exterior, 4 camere 4 MP, IR 20 m, NVR 4 canale, Safer, KITIP-4X-4MP420",1598.99,1431.99
"Kit supraveghere video 8 camere Dahua FULL HD, lentila 3.6mm + DVR Dahua 8 canale cu recunoastere faciala KIT-DAH8EFHD",1600.99,1303.99
"Kit supraveghere complet, 4 camere Bullet 5MP, IR 30m si DVR 4 canale, KIT-4EXTDVRI3ACC",1601.99,1348.99
"Kit complet 4 camere de exterior, Full HD, 3.6mm, IR 80m, DVR 4 canale, Hikvision KIT4HIKFHD80-S",1603.99,1239.99
"Kit complet 5 Megapixeli, IR 80, Dvr Hikvision, Hard si accesorii, KIT4X5MP80ACC-HIK",1607.99,1292.99
"Kit complet supraveghere video, 8 Camere 2 MP, IR 40 m, HDD 2TB, DVR 8 canale 2MP, Safer KIT-SAF-2MP-30-I3-COMPLET",1647.99,1560.99
"Kit complet supraveghere video, 8 Camere 2 MP, IR 20 m, HDD 2TB, DVR 8 canale, Dahua KIT-DAH-2MP30I3-COMPLET",1648.99,1447.99
"Kit complet supraveghere video, 4 camere 2 MP FULL HD, IR 80 m, HDD 1TB, DVR 4 canale, KIT-DAH-1080-80-I3-COMPLET",1649.99,1420.99
"Kit de supraveghere IP COMPLET, 4 camere Full HD, IR 30m, Vizualizare de pe mobil, HDD KITIPDHSAFFHD-ACC-HDD",1649.99,1432.99
"Kit complet de supraveghere video Safer, 5 MP, 4 camere, Iluminare Duala 40m, DVR 4 canale, HDD 2 TB, KITSAF-4X-5MP28IL40ACCHDD",1657.99,1513.99
"Sistem supraveghere 16 camere de exterior rezolutie 1080p, IR 20 metri, KIT16AHDEXTHD",1659.99,1567.99
"Sistem supraveghere IP cu 4 camere 2K, smart IR 30m, NVR, KITIP4EXT2K",1678.99,880.99
"Kit de supraveghere IP, 4 camere exterior 4MP, 2.8mm, IR 30 metri si NVR 4 canale, KITIP-4X-4MP2830POE",1678.99,887.99
"Kit de supraveghere pentru exterior, 4 camere Bullet, Starlight, 5MP, DVR 4 canale, Hard Disk (HDD) 2TB, Accesorii incluse, KITSAF-4X-5MPL40-ACCHDD",1688.99,1505.99
"Kit de supraveghere IP complet, 4 camere interior 4MP, IR 30 metri si NVR 4 canale KITPOE2MPINT-2",1709.99,1362.99
"Kit complet de supraveghere video Safer, 8 MP - 4K, 4 camere, IR 20m, DVR 4 canale, HDD 2 TB, KITSAF-4X-8MP28I20-ACC-HDD",1725.99,1553.99
"Kit supraveghere video 8 camere de exterior 1080P FULL HD, IR 40 metri",1726.99,1640.99
"Kit complet supraveghere video, DVR, 4 camere, 5MP, lentila 2.8mm, IR 30 metri, HDD 2TB, Dahua, KITDAH5MP40EXTACC-2TBW",1727.99,1452.99
"Kit de supraveghere complet 4 camere de 5MP IR 80m, 1x HDD, Dahua SAF-4X5MP80-2TB",1758.99,1482.99
"Kit de supraveghere exterior 4 camere IP, FullHD, IR 30m, PoE, Dahua, NVR 4 canale, KITPOEFHDEXT",1776.99,1560.99
"Kit complet 4 camere 5MP, 3.6mm, IR 80m, Audio + DVR 4 canale AI si HDD 2TB, KIT4EXTDH8MP-WD",1779.99,1474.99
"Kit supraveghere video de baza, DVR si 8 camere bullet de 5MP cu smart IR 80m, Safer KIT-8SAFPRO8X4K",1788.99,1499.99
"Kit analogic cu performate de top 4K, 4 camere de 8MP cu microfon, IR 80m, 2.8 mm, HDD 4 Terabytes, KIT-4BD8MPPEXT-TW",1790.99,1570.99
"Kit complet supraveghere video, 4 Camere 5 MP, Iluminare duala 40m, HDD 2TB, DVR 4 canale, KIT-DAH-5MP-30-I3-COMPLET",1791.99,1508.99
"Sistem de supraveghere video 8 camere de exterior 4K, IR 20m, DVR 8 canale Safer, HDD 2TB KITSAF-8X-8MP28I20-HDD",1792.99,1767.99
"Kit de supraveghere IP, 4 camere exterior 2MP, 2.8mm, IR si LED 30 metri si NVR 4 canale, HDD, KITIP-4X-2MP2830POEHDD",1796.99,1294.99
"Sistem supraveghere 4 camere exterior Full Color 5MP + DVR cu AI, Dahua, DAH-4X5MLED",1803.99,1341.99
"Kit de supraveghere pentru exterior, 8 camere bullet, 5MP, Starlight, DVR 8 canale, audio prin HDCVI, Safer KITSAF-8X-5MPL40",1810.99,1778.99
"Kit de supraveghere pentru exterior, 8 camere bullet, 5MP, LED 40m, DVR 8 canale, Functii AI, Audio prin HDCVI, Safer KITSAF8X-5MP80F36-A",1810.99,1778.99
"Kit de supraveghere 4 camere dome, rezolutie 4K, lentila 2.8mm, IR 30 de metri, HDD 2TB",1810.99,1515.99
"Kit supraveghere IP, 4 camere, 2K, Switch PoE, NVR 4 canale, Smart IR SAF-4XNVRSP2MPMIX-2",1816.99,1555.99
"Kit de supraveghere 8 camere exterior 5MP, IR 80 metri, Microfon si DVR 8 canale, Safer KIT8C2MPEXT-I3",1818.99,1602.99
"Kit de supraveghere video IP de exterior, 4 camere 4 MP, IR 50 m, NVR 4x PoE, HDD (hard disk inclus), Safer, KITIP-4X-4MP420HDD",1836.99,1667.99
"Kit supraveghere IP SAFER, 4 camere, 5MP - 2MP, Lentila 2.8mm, IR 50m, LED-uri cu lumina alba 50m, Microfon, NVR 4xPoE, SAF-4XNVRSP4MP-Z-52",1856.99,1484.99
"Kit supraveghere 4 camere IP Safer 2MP Starlight PoE, KITNVR4CAM2K",1876.99,1628.99
"Kit video complet cu 4 camere exterior 5MP, Dvr Dahua, accesorii incluse + HDD 2TB, DH-4E52-2TB-S-TW",1891.99,1368.99
"Kit 4 camere de exterior, 4MP, 4mm, IR 20m, PoE, Safer, KITSAF4MPEXT",1905.99,1717.99
"Kit de supraveghere IP, 4 camere exterior 4MP, 2.8mm, IR 30 metri si NVR 4 canale, HDD, KITIP-4X-4MP2830POEHDD",1915.99,1112.99
"Kit de supraveghere Safer, 4 camere, 4MP, NVR 4 canale, HDD 1TB, SAF-4X2MPLED-POE-1TB",1934.99,1123.99
"Kit de supraveghere IP pentru exterior, simplu, 4 camere 5MP, IR 30m, NVR, KITIP5MP8M-S",1935.99,1564.99
"Kit complet 4 camere de 5MP IR 80m, lentila 3.6mm, HDD 2 Terabytes, Gata de instalare",1941.99,1648.99
"Kit de supraveghere IP, 4 camere exterior 2MP, 2.8mm, IR 80 metri si NVR 4 canale, KITIP-4X-2MP2860POE",1957.99,1194.99
"Kit complet supraveghere video, 8 Camere 2 MP, IR 30 m, HDD 2TB, DVR 8 canale 2MP, Dahua KIT-DAH-2MP-30-I3-COMPLET",1969.99,1565.99
"Kit supraveghere video, DVR cu 8 camera bullet, smart IR 30m, Dahua KIT-8CAMDVRI3",1970.99,1609.99
"Kit camere supraveghere profesionale, 8 camere mixt, rezolutie 5MP, IR 30 metri, DVR Dahua KIT4MIXT30DAH",1989.99,1625.99
"Kit supraveghere video complet cu 4 camere de exterior, 5MP, lentila 3.6, IR EXIR 80m + accesorii",2007.99,1604.99
"Kit de supraveghere video, 16 camere 5 MP, IR 20 m, DVR 16 canale, Safer, KITSAF16X-5MP2028U",2019.99,1892.99
"Kit supraveghere IP Safer 8 camere exterior 5MP, Iluminare IR 30m, SAF-KITIPC8EXTP-POE",2021.99,1806.99
"Kit de supraveghere IP complet, 4 camere exterior 4MP, IR 20 metri si NVR 4 canale KITPOE4MPEXT-2",2026.99,1831.99
"Kit complet supraveghere video, 4 camere cu zoom motorizat, 5MP, IR 40m, SAF-4X-5MPIR62ACC-2TB",2047.99,1790.99
"Sistem 8 camere exterior Iluminare duala 40m, Lentila 2.8 mm, Audio, DVR 8 canale Safer KITSAF-8X-5MP28IL40",2048.99,2018.99
"Kit de supraveghere video, mixt, 16 camere interior si exterior, rezolutie Full HD, SAF16XFHDMIXT5MP",2066.99,1814.99
"Sistem de supraveghere 8 camere exterior 5MP 2K, 3.6mm, IR 80m, DVR 8 canale Hikvision KITHIK-8X-5MP36IR80",2067.99,1579.99
"Kit supraveghere video 8 camere, Full HD, audio, mixt, KIT8FHDMIXT",2102.99,1758.99
"Kit supraveghere video, DVR cu 16 camere tip bullet, smart IR 30m, Dahua KIT16EXT30IRDAH",2213.99,1758.99
"Kit de supraveghere pentru exterior, 8 camere bullet, 5MP, Starlight, DVR 8 canale, functii AI, Accesorii incluse, Safer KITSAF-8X-5MPL40-ACC",2232.99,2141.99
"Kit de supraveghere video 8 camere exterior Full HD, 3.6 mm, LED alb 40m, Audio, DVR 8 canale, WizSense, Dahua KITEXT8FULLHD-2",2252.99,1898.99
"Kit camere supraveghere exterior profesionale, 4 camere, 5MP, Smart Dual Illuminators 40m, Microfon, 3.6mm, SAF-4X5MLEDACC-2TB",2258.99,1908.99
"Kit de supraveghere IP, 4 camere interior 8MP 4K, 2.8mm, IR 30 metri si NVR 4 canale, KITIP-4X-8MP2830POE",2272.99,1884.99
"Kit de supraveghere video IP de exterior, 8 camere 2 MP, IR 30 m, NVR 8 canale, Safer, KITIP-8X-2MP2830",2286.99,1297.99
"Kit de supraveghere exterior 4 camere IP, PoE, FullHD, IR 30m, NVR 4 canale, Dahua, KITPOEFHDEXT30",2292.99,1880.99
"Kit de supraveghere IP, 4 camere exterior 5MP, 4mm, IR 80 metri si NVR 4 canale, KITIP-4X-5MP480POE",2311.99,2028.99
"Kit de supraveghere IP, interior si exterior, 8MP, 2.8mm, IR 50 metri si NVR 4 canale, KITIP-4X-8MP284030POE",2311.99,1884.99
Sistem supraveghere mixt 16 camere rezolutie Full HD IR 40 metri KIT16MIXTSAF,2344.99,2100.99
"Kit 4 camere de exterior, 5MP, lentila varifocala 2.8mm - 12mm, IR 50m, NVR cu 4 canale, Safer KITSAF4MPEXT-1",2352.99,1953.99
"Kit de supraveghere IP complet, 4 camere exterior 5MP, IR 30 metri si NVR 4 canale KITPOE8MPEXT-2",2363.99,1963.99
"Kit de supraveghere video 16 camere exterior, accesorii incluse, rezolutie 2MP Full HD KITEXT16FHD-K-1",2398.99,2021.99
"Kit de supraveghere IP 4 camere exterior 5MP, IR 30 metri si NVR 4 canale, KITPOE2MPEXT",2476.99,2049.99
"Kit supraveghere video, DVR cu 8 camere bullet, 5MP, smart IR 80m, accesorii inluse, KIT-8SAFPRO8X4KACC",2489.99,1942.99
"Kit supraveghere video IP 2MP Safer 4 canale, IR 80m, 4mm, Audio, KITIP-4X-2MP480-A",2553.99,1608.99
"Kit supraveghere video 8 camere de exterior FULL HD, IR 80M, lentila 3.6mm, KIT8X2MPEXT-SAF",2562.99,2234.99
"Kit de supraveghere IP, 4 camere exterior 5MP, 4mm, IR 80 metri si NVR 4 canale, HDD, KITIP-4X-5MP480POEHDD",2618.99,2333.99
"Kit de supraveghere IP, 8 camere exterior 4MP, 2.8mm, IR 50 metri si NVR 8 canale, KITIP-8X-2MP2830POE",2655.99,2321.99
"Kit supraveghere IP, SAFER, 4 camere 5MP, NVR 4 canale, SAF-4X4MPEXT-POE",2658.99,2187.99
"Kit de supraveghere IP, 8 camere exterior 4MP 2K, 2.8mm, IR si LED 30 metri si NVR 8 canale PoE, KITIP-8X-4MP2830POE-A",2661.99,2492.99
"Kit complet supraveghere video 8 camere de exterior FULL HD, IR 80 metri, KIT8FHDSAF200",2693.99,2352.99
"Kit supraveghere video, DVR Full HD, cu 16 camere tip bullet, smart IR 40m, Hikvision, SAF-16XFHDIR40",2740.99,2238.99
"Kit de supraveghere video IP de exterior, 8 camere 4 MP, IR 20 m, NVR 8 canale, Safer, KITIP-8X-4MP420",2762.99,2566.99
"Kit camere supraveghere exterior profesionale, 4 camere IP, 5MP, LED alb 50 metri si NVR 4 canale, KITPOE2MPEXT-2",2779.99,2563.99
"Kit de supraveghere video de exterior, 16 camere 5 MP, IR 40 m, DVR 16 canale, Safer, KITSAF-16X-5MP28I40",2795.99,2548.99
"Kit supraveghere IP Safer, 4 camere exterior Full HD, IR 80M, 4 mm, NVR 4 canale PoE 8MP, Audio, KITIP-4X-2MP480HDD-A",2860.99,1875.99
Kit supraveghere Statie ITP 2 camere ordin Nr.1319/2016,2874.99,2709.99
"Kit de supraveghere IP complet, 4 camere exterior 2MP, IR 80 metri si NVR 4 canale KITIP-4X-2MP480ACC-A",2981.99,1987.99
"Kit de supraveghere IP, 8 camere exterior 4MP, 2.8mm, IR 30 metri si NVR 8 canale, KITIP-8X-4MP2830POE",2982.99,1687.99
"Kit de supraveghere video 16 camere interior cu DVR, rezolutie 5MP, Safer, SAF16XPRODM5MP20",2995.99,2742.99
"Kit de supraveghere video IP de exterior, 8 camere 4 MP, IR 20 m, NVR 8 canale, Safer, KITIP-8X-4MP420POE",3051.99,2790.99
"Kit sistem de supraveghere 16 camere interior FULL HD, inregistrare sunet, KITINT16-s2",3186.99,2827.99
"Kit de supraveghere compus din 8 Camere Dahua Full Color de 5 MP cu microfon si DVR 8 canale cu AI, KIT-DAHUA8-5MPLED40",3411.99,2529.99
"Kit de supraveghere IP, 8 camere exterior 5MP, 4mm, IR 80 metri si NVR 8 canale, KITIP-8X-5MP880POE",4476.99,3984.99
"Pachet cu sistem de supraveghere compus din 16 camere cu microfon Dahua Full Color, 5MP, si DVR cu AI, KIT-DAHUA16-5MPLED40",6646.99,4917.99
Pachet 10 automatizari Comunello MIX 10,18637.99,16935.99
Eldes Security Mobile Application,0.0,0.0
Eldes Utility software - Gratuit,0.0,0.0
Soft dispecerat GPRS Gratuit EGR100 - ELDES,0.0,0.0
"Contact magnetic incastrabil NC maro, YB-35A-MARO",3.99,3.8
"Contact magnetic incastrat NC, YB-35A-ALB",3.99,3.8
"Stiker Antiefractie, STIKEREFRACTIE",3.99,3.15
"Contact magnetic aplicat NC maro, YB-31NC-MARO",4.49,4.4
"Contact magnetic aplicat NC, YB-31NC-ALB",4.49,4.4
"Buton de panica fara retinere, BT-29",4.99,4.73
Sport perete pentru detectori AMC seria Smile/Mouse,4.99,3.9
"Contact magnetic aplicat, alb, NC, autoadeziv, YB-34-ALB",5.69,5.4
"Buton de panica aplicabil din plastic cu cheie, BT-27",5.99,5.7
"Buton de panica aplicabil din plastic cu cheie, gri, BT-27-GY",5.99,5.7
"Contact magnetic aplicat autoadeziv, YB-32NC",6.99,5.8
Contact magnetic aplicat autoadeziv maro YB-32-MARO,6.99,5.9
"Contact magnetic aplicat, maro, NC, autoadeziv YB-34-MARO",6.99,6.3
Tag de proximitate mifare pentru AX PRO Hikvision DS-PTS-MF,8.99,6.36
"Baterie CR2032 Blister 2 bucati, Varta, BAT0238",8.99,7.88
"Baterie Lithiu CR2450 Blister 1 BUC PHILIPS, PH-CR2450-10B",8.99,8.5
"Suport pentru detectori DSC ENCORE, EC BRKT",9.9,7.9
Sport perete/tavan pentru detectori AMC seria Smile/Mouse,9.99,7.9
Set baterii alcaline Varta High Energy LR06 AA 4 bucati,10.99,9.9
"Suport montaj de perete pentru detectori de miscare Hikvision AX PRO, DS-PDB-IN-WALL",10.99,7.89
"Suport PIR universal Snodi, SNODI",11.44,10.21
"Suport de perete sau tavan pentru senzori de alarma Hikvision, DS-PDB-IN-UNIV",11.99,7.89
"Suport de tavan pentru senzori de alarma Hikvision, DS-PDB-IN-CEILING",11.99,7.89
Set baterii alcaline Varta High Energy LR03 AAA 4 bucati,11.99,11.0
"Suport detector de miscare DSC, LC MBS",12.99,10.5
Tag de proximitate DSC NEO-TAG,12.99,12.0
"Sirena de interior cu flash, LD95",13.99,10.5
"Contact magnetic aplicat, Maro, Aleph PS1523WG-BR",13.99,13.0
"Contact magnetic cablat NC, DC-1561W",15.99,15.0
Contact magnetic aplicabil YB-31NO/NC,15.99,15.0
"Contact magnetic Negru Aleph DC-1561B, conectare prin cablu",15.99,15.0
"Baterie CR123A, VARTA, 3V, Lithiu, 1 Bucata",16.99,15.55
"Yala pentru cutii metalice DSC, DSC-L1",18.99,17.0
"Suport pentru senzorii PIR produsi de AVS, JET-K21, compatibil cu JET DT",22.99,20.0
Telecomanda pentru sisteme de alarma Heyi HY-11A,25.99,25.0
Adaptor USB - RS485,29.99,26.25
"Card de control acces, DESFire, 13.56 MHz, alb, AJAX Pass WH",31.99,18.74
Suport pentru senzor de miscare Paradox SB469,33.99,31.0
Detector de miscare PIR imunitate la animale AMC SMILE 19/P - 10 ani garantie,34.99,32.0
"Tag de proximitate, Mifare, DESFire 13.56 Mhz, Negru, AJAX TAG BL",34.99,21.42
"Tag de proximitate, Mifare, DESFire 13.56 Mhz, Alb, AJAX TAG WH",34.99,21.42
Bratara pentru buton de panica Hikvision DS-PDB-IN-W Wristband,34.99,23.74
"Acumulator 12V 1,4 AH cu GEL PL 1.4 AH, BAT0213",34.99,33.0
"Contact magnetic, aplicabil, NC, pentru usi de metal, 5C-56",35.99,34.0
"Card de control acces, DESFire, 13.56 MHz, negru, AJAX Pass BL",35.99,18.74
"Cablu comunicare - IP150+, pentru sisteme de alarma paradox, CCM1",36.99,34.0
"Detector de geam spart, SAF-PA56",36.99,34.0
"Senzor de miscare PIR DSC, LC 100PI",36.99,35.99
"Tamper cabinet, DSC, T-1",38.99,36.0
Transformator sistem de alarma 20 W TC20/16V,39.99,38.0
"Suport buton / buton dublu, negru, AJAX Holder DoubleButton BL",40.99,20.94
"Suport buton / buton dublu, alb, AJAX Holder DoubleButton WH",40.99,20.94
"Senzor de inundatie, EFS1, detector de inundatie pentru sistemele de alarma ELDES",42.99,41.0
Detector de miscare digital imunitate la animale 18m Crow SWANQUAD,42.99,39.0
"Acumulator 12V, 2.3Ah, MW Power, MWS 2.3-12",43.99,40.0
"Protectie ploaie pentru detectorii NV780MX / MR, Paradox NV780M RAIN COVER",43.99,39.99
Buton de panica wireless pentru sisteme de alarma Heyi HY-33A,44.99,40.0
Contact magnetic wireless pentru sisteme alarma Heyi HY-20B,44.99,35.0
Interfata de conectare detectori de fum la DSC,45.99,43.0
"Detector de miscare de tip perdea, SAF-CURTAIN",45.99,42.6
"Contact magnetic, NC, aplicabil, pentru usi culisante, 5C-55AL",47.99,45.0
"Acumulator Sirena LadyPI 12V, PL2.5AH",47.99,45.0
"Detector de miscare Paradox, 476-P2C",48.99,47.0
"Detector de miscare PIR DSC BV201, suprafata acoperire 12.2m",49.99,46.0
Detector de miscare Optex RXC-ST imunitate la animale si suport inclus,49.99,48.0
"Acumulator 12V, 5Ah, MW Power, MWS 5-12",49.99,47.0
"Suport releu pentru sina DIN, negru, AJAX DIN Holder",51.99,31.83
"Detector miscare interior PIR Optex FLX-S-ST, lentila duala wide-narrow, lentila normala 12mx12m, lentila coridor 18mx4m",51.99,48.0
"Adaptor compatibil cu tastatura wireless K37, 6V, 350mA, PA6 Paradox",52.4,48.4
"Acumulator 12V, 7.2Ah, MW Power, MWS 7.2-12",52.99,47.0
"Acumulator centrala de alarma 12V PL7A, ACC7AH",52.99,48.0
Detector PIR imunitate animale 10Kg raza 18M cablat Hikvision DS-PDP18-EG2(P),53.99,36.7
Detector digital QUAD imunitate la animale 25KG SIM-PI,53.99,49.0
"Senzor de miscare wireless pentru sisteme de alarma Heyi, HY-320B",54.99,50.0
"Acumulator AGM 12 V, 4.5 Ah, Terminal F1 din cupru, ACC 4.5A KIJO",54.99,50.0
"Detector miscare Paradox cu suport inclus SB-100, NV5",56.99,52.0
Acumulator centrala de alarma 12V PL5A,56.99,55.0
"Telecomanda 1 Buton Elmes, KEY UMB100H",56.99,55.5
Transformator capsulat pentru sisteme de alarma Pulsar 16V 30VA,57.99,56.0
"Baterie VRLA AGM, 12V, pentru UPS-uri, Njoy GP07122F",57.99,53.0
"Detector de miscare DUAL Paradox, DG55",58.99,57.0
Detector de vibratii wireless HEYI HY-30,59.99,55.0
"Set fotocelule 20m, 12-24V, NO/NC SAF-A20",59.99,57.0
Contact magnetic din metal ND-MC424M,59.99,55.0
"Telecomanda 2 butoane Elmes, KEY DWB100H",61.49,58.5
"Acumulator TED TED003171 (TED1261), 12V, baterie 6.1Ah, terminal F2, T2, tehnologie VRLA AGM SLA",62.99,57.0
"Acumulator, 12V, 7Ah, Ultracell, UL7-12 F2",63.99,60.0
"Acumulator VRLA 12V, 3.4Ah, Carcasa din ABS, Ultracell UL3.4-12 F1",64.99,62.0
Detector de miscare wireless de tip perdea pentru sisteme HEYI HY-324W,64.99,59.0
"Acumulator 12V, 7.2Ah, VRLA, universal, Ultracell UL7.2-12 F1",67.99,67.0
Suport detector Paradox SB85,68.99,66.0
"Senzor de inundatie, scurgere apa, 12VDC, iesire releu NC/C/NO, 404-004",69.99,66.0
"Suport pentru tastatura cu touch screen Paradox TM50, Pentru montaj ingropat, rama alba, TM50WB",69.99,68.0
"Acumulator 12V, 5Ah, VRLA, universal, Ultracell UL5-12 F1",69.99,66.0
Transformator capsulat pentru sisteme de alarma Pulsar 16V 45VA,72.99,66.0
"Detector de taiere si spargere de geam, Crow, SIM-05",73.99,67.0
Detector wireless de inundatii pentru sisteme de alarma Heyi HY-31,74.99,65.0
"Protectie pentru detector MotionProtect Outdoor, AJAX MOTION PROTECT HOOD",75.99,46.77
"Incarcator GP BATTERIES E411+ 2100mAh AA pentru 4 acumulatori / baterii, GPACSE411001",75.99,73.0
"Baterie Long Life, 12V, GPL09122F, Pentru UPS, Njoy",77.99,76.0
"Sirena de exterior BS1 pentru sisteme de alarma, BS",77.99,66.0
"Pedala de panica metalica, pentru sisteme de alarma PP01",78.99,75.0
"Acumulator, 12V, 9Ah, VRLA, Ultracell, UXL9-12",79.99,76.0
"Cablu de alarma cu 2 fire, ecranat, rola 100m, multifilar, Cupru, 2CUEF",79.99,75.0
Telecomanda 4 butoane Elmes KEY CH4H,79.99,76.0
Suport pentru tastatura TM70 PARADOX TM70WB,80.49,76.69
Detector de fum fotoelectric pe 4 fire HM-613PC-4,81.99,78.0
Suport pentru detectorul de exterior DSC LC-B1-15X (LC-151),82.99,79.0
"Extensie 8 zone pentru sistemele de alarma DSC, PC 5108",82.99,82.0
"Statie de apelare cu fir Y-SC, pentru Hotel sau apelare personal medical in spatale",82.99,78.0
Acumulator 12V Njoy HR09122F pentru UPS-uri profesionale,82.99,80.0
"Buton de panica, metalic, 2 fire,12V / 1A, montaj aplicat, Carcasa ABS, SS-077Q",84.99,75.0
"Acumulator 12V 9,1 Amperi BAT0228",84.99,80.0
"Detector de miscare PIR digital, ENCORE 301DP",84.99,81.0
"Acumulator VRLA, 3.5 AH / 12 V, TED BAT0219",84.99,66.0
Detector de miscare digital QUAD Paradox DG65+,89.99,89.0
Detector de fum si temperatura 4 fire 12V pentru sisteme de alarma SD119-4H-12,89.99,68.0
"Detector de gaz, wireless, alimentare 220V, cu alarma, compatibil cu alarmele Heyi, Iesire 12V1A, HY-630",89.99,85.0
"Baterie MW Power, 12V, 9Ah, 151 x 65 x 94 mm (+6 mm borne), MWH9-12L",92.99,88.0
"Buton de panica, wireless, 868 MHz, distanta de comunicare 1400 m, Dahua, ARD821-W2(868)",93.99,70.0
"Buton wireless de panica, 868 Mhz, Dahua, ARD822-W2(868)",93.99,70.0
Transformator toroidal 16V 40W Atsumi TT40/16,94.99,98.0
